# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 48K of event 'cycles'
# Event count (approx.): 123776222208
#
# Overhead       Samples  Command          Shared Object     Symbol                                        
# ........  ............  ...............  ................  ..............................................
#
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __kfree_skb
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052006
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce3c
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004da0e
     0.00%             1  redis-server     [kernel.vmlinux]  [k] find_busiest_queue
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000067548
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d6a3
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005315c
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004be2b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053160
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c576
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __cgroup_account_cputime_field
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_schedule_loss_probe
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052615
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000012386
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d9ce
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004beb0
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004da86
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d202
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053d59
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d927
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d69e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c398
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000051570
     0.00%             1  redis-server     [kernel.vmlinux]  [k] perf_event_task_tick
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052e2a
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d95d
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004db58
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000051581
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c7dd
     0.00%             1  redis-server     [kernel.vmlinux]  [k] sync_regs
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __wake_up
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d649
     0.00%             1  redis-server     [kernel.vmlinux]  [k] perf_pmu_nop_void
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000527e3
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d0e4
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000525bf
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __memcg_slab_post_alloc_hook
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000050223
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004da26
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c7fb
     0.00%             1  redis-server     redis-server      [.] 0x0000000000181539
     0.00%             1  redis-server     [kernel.vmlinux]  [k] sched_ttwu_pending
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000530d2
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053ac5
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053c62
     0.00%             1  redis-server     redis-server      [.] 0x000000000004b6d7
     0.00%             1  redis-server     redis-server      [.] 0x0000000000175bfa
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004eb2b
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128503
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000b2b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce30
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000055585
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000051545
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128357
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c40e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000514e2
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005155c
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053a7b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004db3e
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tick_program_event
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000b4d
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ff2d
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043974
     0.00%             1  redis-server     [kernel.vmlinux]  [k] dim_turn
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000054085
     0.00%             1  redis-server     redis-server      [.] je_tcache_bin_flush_small
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043a60
     0.00%             1  redis-server     [kernel.vmlinux]  [k] irq_work_tick
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bf31
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bf33
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d0cf
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce04
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005024e
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_rearm_rto
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cb49
     0.00%             1  redis-server     [kernel.vmlinux]  [k] rcu_is_cpu_rrupt_from_idle
     0.00%             1  redis-server     [kernel.vmlinux]  [k] drain_stock
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053cf4
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000501e9
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000067545
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ceeb
     0.00%             1  redis-server     redis-server      [.] je_arena_tcache_fill_small
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053b80
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c7b1
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __lookup_mnt
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004eb07
     0.00%             1  redis-server     [kernel.vmlinux]  [k] next_expiry_recalc
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __enqueue_entity
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d0ba
     0.00%             1  redis-server     redis-server      [.] 0x00000000001dab00
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000514d0
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000012370
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d141
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000000c952
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ddbd
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ff27
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128377
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004beb8
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000530d7
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c709
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tasklet_action
     0.00%             1  redis-server     [kernel.vmlinux]  [k] raw_local_deliver
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005158d
     0.00%             1  redis-server     libc.so.6         [.] __GI_strtoll
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce90
     0.00%             1  redis-server     [kernel.vmlinux]  [k] rb_next
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bf24
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005408c
     0.00%             1  redis-server     redis-server      [.] clientsCronResizeQueryBuffer
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __bitmap_subset
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d492
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000000ca6c
     0.00%             1  redis-server     [vdso]            [.] 0x00000000000008ee
     0.00%             1  redis-server     redis-server      [.] touchWatchedKey
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052e88
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d07c
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cfd3
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004db49
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d0dd
     0.00%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] native_flush_tlb_one_user
     0.00%             1  redis-server     [kernel.vmlinux]  [k] acpi_os_read_memory
     0.00%             3  jemalloc_bg_thd  [kernel.vmlinux]  [k] __intel_pmu_enable_all.constprop.0
     0.00%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] __perf_event_task_sched_in


#
# (Tip: For a higher level overview, try: perf report --sort comm,dso)
#
