# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 48K of event 'cycles'
# Event count (approx.): 123776222208
#
# Overhead       Samples  Command          Shared Object     Symbol                                        
# ........  ............  ...............  ................  ..............................................
#
     0.02%            12  redis-server     redis-server      [.] sdsResize
     0.02%            12  redis-server     [kernel.vmlinux]  [k] __common_interrupt
     0.02%            12  redis-server     redis-server      [.] sdsrange
     0.02%            11  redis-server     [kernel.vmlinux]  [k] __handle_irq_event_percpu
     0.02%            12  redis-server     [mlx5_core]       [k] 0x000000000004dc78
     0.02%            11  redis-server     [kernel.vmlinux]  [k] __put_user_8
     0.02%            11  redis-server     [mlx5_core]       [k] 0x000000000004dc9e
     0.02%            12  redis-server     [kernel.vmlinux]  [k] vfs_write
     0.02%            11  redis-server     [kernel.vmlinux]  [k] _raw_write_lock_irq
     0.02%            11  redis-server     [kernel.vmlinux]  [k] tcp_urg
     0.02%            11  redis-server     [kernel.vmlinux]  [k] rb_first
     0.02%            11  redis-server     [kernel.vmlinux]  [k] __tcp_ack_snd_check
     0.02%            11  redis-server     [kernel.vmlinux]  [k] tcp_tso_segs
     0.02%            11  redis-server     [kernel.vmlinux]  [k] ip_finish_output
     0.02%            11  redis-server     [kernel.vmlinux]  [k] tcp_add_backlog
     0.02%            11  redis-server     [kernel.vmlinux]  [k] __hrtimer_init
     0.02%            11  redis-server     [kernel.vmlinux]  [k] tcp_v4_do_rcv
     0.02%            11  redis-server     redis-server      [.] afterSleep
     0.02%            11  redis-server     [kernel.vmlinux]  [k] __x64_sys_epoll_wait
     0.02%            11  redis-server     [kernel.vmlinux]  [k] update_cfs_group
     0.02%            11  redis-server     [kernel.vmlinux]  [k] tcp_cleanup_rbuf
     0.02%            11  redis-server     [kernel.vmlinux]  [k] bpf_skops_write_hdr_opt.isra.0
     0.02%            11  redis-server     [kernel.vmlinux]  [k] skb_put
     0.02%            11  redis-server     [kernel.vmlinux]  [k] tcp_v4_early_demux
     0.02%            11  redis-server     redis-server      [.] resetClient
     0.02%            11  redis-server     [mlx5_core]       [k] 0x000000000004d23b
     0.02%            11  redis-server     [kernel.vmlinux]  [k] detach_if_pending
     0.02%            11  redis-server     redis-server      [.] listDelNode
     0.02%            11  redis-server     [kernel.vmlinux]  [k] should_failslab.constprop.0
     0.02%            11  redis-server     [mlx5_core]       [k] 0x000000000004c08e
     0.02%            11  redis-server     [kernel.vmlinux]  [k] tcp_v4_fill_cb
     0.02%            10  redis-server     [kernel.vmlinux]  [k] skb_copy_to_page_nocache
     0.02%            10  redis-server     [kernel.vmlinux]  [k] ip_protocol_deliver_rcu
     0.02%            11  redis-server     [kernel.vmlinux]  [k] is_vmalloc_addr
     0.02%            10  redis-server     [kernel.vmlinux]  [k] tcp_rate_skb_delivered
     0.02%            10  redis-server     [kernel.vmlinux]  [k] _find_next_and_bit
     0.02%            10  redis-server     [mlx5_core]       [k] 0x000000000004ce4c
     0.02%            10  redis-server     [mlx5_core]       [k] 0x0000000000052e16
     0.02%            10  redis-server     redis-server      [.] 0x0000000000181711
     0.02%            10  redis-server     [kernel.vmlinux]  [k] rw_verify_area
     0.02%            10  redis-server     [kernel.vmlinux]  [k] kmemleak_free
     0.02%            10  redis-server     [mlx5_core]       [k] 0x000000000004d11a
     0.02%            10  redis-server     [kernel.vmlinux]  [k] skb_push
     0.02%            10  redis-server     [kernel.vmlinux]  [k] handle_edge_irq
     0.02%             9  redis-server     [kernel.vmlinux]  [k] sched_clock
     0.02%             9  redis-server     [kernel.vmlinux]  [k] kfree_skbmem
     0.02%             9  redis-server     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%             9  redis-server     [kernel.vmlinux]  [k] dma_sync_single_for_cpu
     0.02%             9  redis-server     [kernel.vmlinux]  [k] enqueue_task_fair
     0.02%             9  redis-server     [kernel.vmlinux]  [k] lock_timer_base
     0.02%             9  redis-server     [kernel.vmlinux]  [k] sk_forced_mem_schedule
     0.02%             9  redis-server     [kernel.vmlinux]  [k] pick_next_task_fair
     0.02%             8  redis-server     [kernel.vmlinux]  [k] _raw_read_unlock_irqrestore
     0.02%             8  redis-server     redis-server      [.] 0x000000000012850a
     0.02%             9  redis-server     [kernel.vmlinux]  [k] tcp_grow_window
     0.02%             9  redis-server     [kernel.vmlinux]  [k] tcp_try_rmem_schedule
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __raise_softirq_irqoff
     0.02%             9  redis-server     [mlx5_core]       [k] 0x000000000004d14b
     0.02%             9  redis-server     redis-server      [.] activeExpireCycle
     0.02%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] lru_lazyfree_fn.part.0
     0.02%             8  redis-server     [kernel.vmlinux]  [k] put_prev_entity
     0.02%             9  redis-server     [kernel.vmlinux]  [k] schedule
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __update_blocked_fair
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __run_timers.part.0
     0.02%             8  redis-server     [kernel.vmlinux]  [k] fib_lookup_good_nhc
     0.02%             8  redis-server     [kernel.vmlinux]  [k] raw_v4_input
     0.02%             8  redis-server     [kernel.vmlinux]  [k] eth_type_trans
     0.02%             8  redis-server     [mlx5_core]       [k] 0x000000000004ce89
     0.02%            12  redis-server     [kernel.vmlinux]  [k] __intel_pmu_enable_all.constprop.0
     0.02%             8  redis-server     [kernel.vmlinux]  [k] _raw_read_lock_irqsave
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_send_ack
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_try_coalesce.part.0.constprop.0
     0.02%             8  redis-server     [kernel.vmlinux]  [k] asm_common_interrupt
     0.02%             8  redis-server     [kernel.vmlinux]  [k] __calc_delta.constprop.0
     0.02%             8  redis-server     [kernel.vmlinux]  [k] queued_read_lock_slowpath
     0.02%             7  redis-server     redis-server      [.] je_nallocx
     0.02%             8  redis-server     [kernel.vmlinux]  [k] switch_fpu_return
     0.02%             8  redis-server     redis-server      [.] sdsfree
     0.02%             8  redis-server     [kernel.vmlinux]  [k] update_rt_rq_load_avg
     0.02%             7  redis-server     [kernel.vmlinux]  [k] rb_erase
     0.02%             7  redis-server     [kernel.vmlinux]  [k] __wake_up_sync_key
     0.02%             8  redis-server     [kernel.vmlinux]  [k] kmem_cache_free_bulk.part.0
     0.02%             7  redis-server     redis-server      [.] handleClientsWithPendingWritesUsingThreads
     0.02%             7  redis-server     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.02%             7  redis-server     [mlx5_core]       [k] 0x000000000004da7c
     0.02%             7  redis-server     [nf_nat]          [k] nf_nat_ipv4_pre_routing
     0.02%             7  redis-server     [kernel.vmlinux]  [k] irqentry_enter
     0.01%             7  redis-server     [kernel.vmlinux]  [k] __perf_event_task_sched_in
     0.01%             7  redis-server     [kernel.vmlinux]  [k] security_file_permission
     0.01%             7  redis-server     [kernel.vmlinux]  [k] run_timer_softirq
     0.01%             7  redis-server     [kernel.vmlinux]  [k] atomic_notifier_call_chain
     0.01%             7  redis-server     redis-server      [.] handleClientsBlockedOnKeys
     0.01%             7  redis-server     [mlx5_core]       [k] 0x0000000000051fd5
     0.01%             7  redis-server     [kernel.vmlinux]  [k] add_interrupt_randomness
     0.01%             7  redis-server     [kernel.vmlinux]  [k] __module_text_address
     0.01%             7  redis-server     [kernel.vmlinux]  [k] fib_validate_source
     0.01%             7  redis-server     [mlx5_core]       [k] 0x000000000004d919
     0.01%             7  redis-server     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.01%             7  redis-server     [mlx5_core]       [k] 0x000000000000cadf
     0.01%             7  redis-server     [kernel.vmlinux]  [k] run_rebalance_domains
     0.01%             7  redis-server     [kernel.vmlinux]  [k] tcp4_gro_complete
     0.01%             7  redis-server     [mlx5_core]       [k] 0x000000000004d646
     0.01%             7  redis-server     redis-server      [.] getExpire
     0.01%             7  redis-server     [kernel.vmlinux]  [k] pfifo_fast_enqueue
     0.01%             6  redis-server     [kernel.vmlinux]  [k] tcp_send_delayed_ack
     0.01%             7  redis-server     [kernel.vmlinux]  [k] __x2apic_send_IPI_dest
     0.01%             6  redis-server     [kernel.vmlinux]  [k] inet_gro_complete
     0.01%             6  redis-server     [kernel.vmlinux]  [k] handle_irq_event
     0.01%             7  redis-server     [mlx5_core]       [k] 0x000000000004d1f5
     0.01%             7  redis-server     [kernel.vmlinux]  [k] tcp_update_skb_after_send
     0.01%             6  redis-server     [kernel.vmlinux]  [k] sched_clock_noinstr
     0.01%             7  redis-server     [kernel.vmlinux]  [k] __hrtimer_start_range_ns
     0.01%             6  redis-server     [kernel.vmlinux]  [k] x2apic_send_IPI
     0.01%             6  redis-server     [mlx5_core]       [k] 0x0000000000051580
     0.01%             6  redis-server     [kernel.vmlinux]  [k] trigger_load_balance
     0.01%             6  redis-server     [kernel.vmlinux]  [k] _find_first_zero_bit
     0.01%             6  redis-server     [kernel.vmlinux]  [k] tcp_rack_advance
     0.01%             6  redis-server     [kernel.vmlinux]  [k] dma_sync_single_for_device
     0.01%             6  redis-server     [kernel.vmlinux]  [k] __bitmap_and
     0.01%             6  redis-server     [kernel.vmlinux]  [k] __slab_alloc.constprop.0
     0.01%             6  redis-server     redis-server      [.] je_tcache_event_hard
     0.01%             6  redis-server     redis-server      [.] setCommand
     0.01%             6  redis-server     [nf_conntrack]    [k] ipv4_conntrack_local
     0.01%             6  redis-server     redis-server      [.] sdssubstr
     0.01%             6  redis-server     [mlx5_core]       [k] 0x000000000004d0e0
     0.01%             6  redis-server     [vdso]            [.] 0x0000000000000aef
     0.01%             6  redis-server     [kernel.vmlinux]  [k] __release_sock
     0.01%             6  redis-server     libc.so.6         [.] __memcmp_evex_movbe
     0.01%             6  redis-server     [kernel.vmlinux]  [k] timespec64_add_safe
     0.01%             6  redis-server     [nf_conntrack]    [k] nf_ct_acct_add
     0.01%             6  redis-server     [kernel.vmlinux]  [k] __x64_sys_read
     0.01%             6  redis-server     [mlx5_core]       [k] 0x000000000004d152
     0.01%             6  redis-server     [kernel.vmlinux]  [k] hrtimer_active
     0.01%             6  redis-server     [kernel.vmlinux]  [k] timerqueue_add
     0.01%             6  redis-server     [mlx5_core]       [k] 0x00000000000527a8
     0.01%             5  redis-server     [kernel.vmlinux]  [k] tcp_chrono_stop
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004bf97
     0.01%             6  redis-server     [kernel.vmlinux]  [k] rseq_ip_fixup
     0.01%             5  redis-server     [kernel.vmlinux]  [k] put_cpu_partial
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004d110
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004f5eb
     0.01%             5  redis-server     [mlx5_core]       [k] 0x0000000000053b71
     0.01%             5  redis-server     [kernel.vmlinux]  [k] tcp_event_new_data_sent
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004c126
     0.01%             5  redis-server     [kernel.vmlinux]  [k] rseq_get_rseq_cs
     0.01%             5  redis-server     [kernel.vmlinux]  [k] amd_clear_divider
     0.01%             5  redis-server     redis-server      [.] freeClientsInAsyncFreeQueue
     0.01%             5  redis-server     redis-server      [.] expireIfNeeded
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004eb12
     0.01%             5  redis-server     [vdso]            [.] 0x0000000000000b14
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004f604
     0.01%             5  redis-server     redis-server      [.] postponeClientRead
     0.01%             5  redis-server     redis-server      [.] 0x0000000000043be4
     0.01%             5  redis-server     [kernel.vmlinux]  [k] __copy_skb_header
     0.01%             5  redis-server     [vdso]            [.] 0x0000000000000acd
     0.01%             5  redis-server     [mlx5_core]       [k] 0x0000000000053971
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004d874
     0.01%             5  redis-server     [mlx5_core]       [k] 0x00000000000538ee
     0.01%             5  redis-server     [kernel.vmlinux]  [k] sk_reset_timer
     0.01%             5  redis-server     redis-server      [.] 0x0000000000043f94
     0.01%             5  redis-server     redis-server      [.] 0x00000000001283ce
     0.01%             5  redis-server     [kernel.vmlinux]  [k] dma_unmap_page_attrs
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004c098
     0.01%             5  redis-server     [kernel.vmlinux]  [k] skb_csum_hwoffload_help
     0.01%             5  redis-server     [kernel.vmlinux]  [k] page_pool_alloc_pages
     0.01%             5  redis-server     redis-server      [.] 0x00000000001334bd
     0.01%             5  redis-server     redis-server      [.] 0x00000000001283b1
     0.01%             5  redis-server     [kernel.vmlinux]  [k] nohz_balancer_kick
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __flush_smp_call_function_queue
     0.01%             5  redis-server     [kernel.vmlinux]  [k] rb_insert_color
     0.01%             5  redis-server     [kernel.vmlinux]  [k] task_tick_fair
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000053131
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000003d3c2
     0.01%             5  redis-server     [vdso]            [.] 0x000000000000088f
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000005019a
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004bf7b
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004db06
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004d4cf
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000005408e
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000050345
     0.01%             5  redis-server     [kernel.vmlinux]  [k] security_sock_rcv_skb
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __update_idle_core
     0.01%             4  redis-server     redis-server      [.] 0x00000000001284cc
     0.01%             4  redis-server     [kernel.vmlinux]  [k] hrtimer_start_range_ns
     0.01%             4  redis-server     [mlx5_core]       [k] 0x00000000000528cf
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_rearm_rto.part.0
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000052db8
     0.01%             4  redis-server     redis-server      [.] 0x00000000001334fd
     0.01%             4  redis-server     redis-server      [.] 0x00000000001283f7
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __napi_poll
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __netif_schedule
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004c2c3
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000053136
     0.01%             4  redis-server     [kernel.vmlinux]  [k] scheduler_tick
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_validate_incoming
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000005037b
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000067558
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000050317
     0.01%             4  redis-server     [mlx5_core]       [k] 0x00000000000538ea
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_rack_update_reo_wnd
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004ff65
     0.01%             4  redis-server     [mlx5_core]       [k] 0x00000000000527ee
     0.01%             4  redis-server     [kernel.vmlinux]  [k] fast_mix
     0.01%             4  redis-server     [vdso]            [.] 0x00000000000008a3
     0.01%             4  redis-server     [vdso]            [.] 0x000000000000088a
     0.01%             4  redis-server     [kernel.vmlinux]  [k] ksys_write
     0.01%             4  redis-server     redis-server      [.] 0x00000000001283d0
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004dc75
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004d464
     0.01%             4  redis-server     [vdso]            [.] 0x0000000000000b2d
     0.01%             4  redis-server     [kernel.vmlinux]  [k] update_process_times
     0.01%             4  redis-server     [kernel.vmlinux]  [k] make_kuid
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_gro_complete
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004c12a
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004cfca
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __sk_mem_schedule
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004ceb0
     0.01%             4  redis-server     [kernel.vmlinux]  [k] find_busiest_group
     0.01%             4  redis-server     [kernel.vmlinux]  [k] perf_ctx_disable
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004d4fe
     0.01%             4  redis-server     [mlx5_core]       [k] 0x00000000000527b1
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004d09c
     0.01%             4  redis-server     [kernel.vmlinux]  [k] security_socket_sendmsg
     0.01%             4  redis-server     [kernel.vmlinux]  [k] nohz_balance_exit_idle
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004ffed
     0.01%             4  redis-server     [kernel.vmlinux]  [k] mem_cgroup_handle_over_high
     0.01%             4  redis-server     redis-server      [.] 0x00000000001284c8
     0.01%             3  redis-server     [mlx5_core]       [k] 0x00000000000514fb
     0.01%             4  redis-server     [kernel.vmlinux]  [k] update_sd_pick_busiest
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%             4  redis-server     [mlx5_core]       [k] 0x00000000000500d7
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_push
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __tcp_push_pending_frames
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004d244
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tick_sched_do_timer
     0.01%             3  redis-server     redis-server      [.] removeExpire
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004be35
     0.01%             3  redis-server     [kernel.vmlinux]  [k] lapic_next_deadline
     0.01%             3  redis-server     libc.so.6         [.] __GI___pthread_mutex_unlock_usercnt
     0.01%             3  redis-server     redis-server      [.] aeMain
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000005291e
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ff6f
     0.01%             3  redis-server     [mlx5_core]       [k] 0x00000000000501a8
     0.01%             3  redis-server     redis-server      [.] trimStringObjectIfNeeded
     0.01%             3  redis-server     libc.so.6         [.] pthread_mutex_trylock@@GLIBC_2.34
     0.01%             3  redis-server     [kernel.vmlinux]  [k] get_partial_node.part.0
     0.01%             3  redis-server     redis-server      [.] 0x000000000012842b
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000003d3bb
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000054095
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_wmem_schedule
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_sendmsg
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __sock_sendmsg
     0.01%             3  redis-server     redis-server      [.] 0x0000000000071d17
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d46e
     0.01%             3  redis-server     redis-server      [.] 0x00000000001284e8
     0.01%             3  redis-server     [kernel.vmlinux]  [k] func_ptr_is_kernel_text
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000050183
     0.01%             3  redis-server     redis-server      [.] tlsProcessPendingData
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004be15
     0.01%             3  redis-server     redis-server      [.] 0x00000000001283cc
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_small_queue_check.isra.0
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000052eb3
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000052803
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ce53
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000050264
     0.01%             3  redis-server     [mlx5_core]       [k] 0x00000000000527c6
     0.01%             3  redis-server     [kernel.vmlinux]  [k] ktime_get_update_offsets_now
     0.01%             3  redis-server     [kernel.vmlinux]  [k] irqentry_exit_to_user_mode
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000006751b
     0.01%             3  redis-server     [vdso]            [.] 0x00000000000008de
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000817
     0.01%             3  redis-server     redis-server      [.] je_arena_stats_merge
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000051578
     0.01%             3  redis-server     [vdso]            [.] 0x00000000000008ab
     0.01%             3  redis-server     redis-server      [.] moduleNotifyKeyspaceEvent
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004bf0e
     0.01%             3  redis-server     [kernel.vmlinux]  [k] napi_skb_free_stolen_head
     0.01%             3  redis-server     redis-server      [.] replicationFeedSlaves
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000005150e
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004bf15
     0.01%             3  redis-server     [kernel.vmlinux]  [k] l3mdev_master_ifindex_rcu
     0.01%             3  redis-server     [kernel.vmlinux]  [k] inet_sendmsg
     0.01%             3  redis-server     [kernel.vmlinux]  [k] sk_free
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d01a
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000b77
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d135
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d060
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004f664
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d213
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000005273b
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000053c04
     0.01%             3  redis-server     [kernel.vmlinux]  [k] irq_entries_start
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004cf53
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004bf53
     0.01%             3  redis-server     redis-server      [.] slowlogPushEntryIfNeeded
     0.01%             3  redis-server     redis-server      [.] 0x0000000000133515
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d49f
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ffe2
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_rate_gen
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004c2d4
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d006
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004bed1
     0.01%             3  redis-server     [kernel.vmlinux]  [k] timerqueue_del
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __remove_hrtimer
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d226
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ff01
     0.01%             3  redis-server     redis-server      [.] dbOverwrite
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_rate_skb_sent
     0.01%             3  redis-server     redis-server      [.] 0x0000000000043544
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000050307
     0.01%             3  redis-server     [kernel.vmlinux]  [k] skb_free_head
     0.01%             3  redis-server     [kernel.vmlinux]  [k] fib_info_nh_uses_dev
     0.01%             3  redis-server     redis-server      [.] 0x00000000001334d0
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000000bd3c
     0.01%             3  redis-server     [kernel.vmlinux]  [k] ip_queue_xmit
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ce0e
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000005027b
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004c56d
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d0b6
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ca2f
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d174
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_data_queue_ofo
     0.01%             3  redis-server     [kernel.vmlinux]  [k] wake_up_var
     0.01%             2  redis-server     [mlx5_core]       [k] 0x00000000000527d5
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004c346
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004fef7
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004ff1a
     0.00%             2  redis-server     [kernel.vmlinux]  [k] task_mm_cid_work
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d558
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000230cc
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004cf4d
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004ce63
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004ce33
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004bec3
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004c881
     0.00%             2  redis-server     redis-server      [.] 0x0000000000128517
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004ce1b
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000003d363
     0.00%             2  redis-server     [kernel.vmlinux]  [k] pick_eevdf
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000050273
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000052dd4
     0.00%             2  redis-server     [kernel.vmlinux]  [k] llist_reverse_order
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004c7cc
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000052eb7
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000528ff
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000051549
     0.00%             2  redis-server     [kernel.vmlinux]  [k] map_id_range_down
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004dc8a
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000051515
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d531
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000530c9
     0.00%             2  redis-server     redis-server      [.] 0x0000000000044134
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000051560
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004c4e0
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000067566
     0.00%             2  redis-server     [kernel.vmlinux]  [k] irqtime_account_process_tick
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000005556e
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_delack_max
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000053d06
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004dbee
     0.00%             2  redis-server     [kernel.vmlinux]  [k] ipv4_mtu
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000053613
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004ce78
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000050351
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000527a0
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004cf06
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004ce6b
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000b44
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004bf3d
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000503b8
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000005280b
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004c110
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000005278c
     0.00%             2  redis-server     [vdso]            [.] 0x00000000000008d1
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000053c52
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004cff1
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000067587
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004eb29
     0.00%             2  redis-server     [kernel.vmlinux]  [k] nf_checksum
