# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 44K of event 'cycles'
# Event count (approx.): 98282321717
#
# Overhead       Samples  Command          Shared Object     Symbol                                        
# ........  ............  ...............  ................  ..............................................
#
     0.03%            12  redis-server     [nf_conntrack]    [k] nf_ct_acct_add
     0.03%            12  redis-server     [kernel.vmlinux]  [k] hrtimer_active
     0.03%            12  redis-server     [kernel.vmlinux]  [k] raw_v4_input
     0.03%            11  redis-server     [kernel.vmlinux]  [k] error_entry
     0.03%            12  redis-server     [kernel.vmlinux]  [k] tcp_ack_update_window.isra.0
     0.03%            11  redis-server     [kernel.vmlinux]  [k] tcp_tso_segs
     0.03%            11  redis-server     [kernel.vmlinux]  [k] tcp_v4_fill_cb
     0.03%            12  redis-server     [mlx5_core]       [k] mlx5_eq_cq_get
     0.03%            11  redis-server     [kernel.vmlinux]  [k] notifier_call_chain
     0.03%            11  redis-server     [kernel.vmlinux]  [k] ip_finish_output
     0.03%            11  redis-server     redis-server      [.] afterSleep
     0.03%            10  redis-server     [kernel.vmlinux]  [k] bpf_skops_write_hdr_opt.isra.0
     0.03%            11  redis-server     [kernel.vmlinux]  [k] skb_copy_datagram_iter
     0.03%            12  redis-server     [kernel.vmlinux]  [k] detach_if_pending
     0.03%            11  redis-server     redis-server      [.] ACLCheckCommandPerm
     0.03%            11  redis-server     [kernel.vmlinux]  [k] __hrtimer_init
     0.03%            11  redis-server     redis-server      [.] setGenericCommand
     0.03%            11  redis-server     [kernel.vmlinux]  [k] __handle_irq_event_percpu
     0.02%            12  redis-server     [mlx5_core]       [k] mlx5e_sq_xmit_wqe
     0.02%            11  redis-server     [kernel.vmlinux]  [k] lock_timer_base
     0.02%            11  redis-server     [kernel.vmlinux]  [k] timekeeping_advance
     0.02%            11  redis-server     [kernel.vmlinux]  [k] tick_do_update_jiffies64
     0.02%            11  redis-server     [kernel.vmlinux]  [k] tcp_update_pacing_rate
     0.02%            11  redis-server     [kernel.vmlinux]  [k] dma_sync_single_for_cpu
     0.02%            11  redis-server     [kernel.vmlinux]  [k] nf_ip_checksum
     0.02%            11  redis-server     [kernel.vmlinux]  [k] add_interrupt_randomness
     0.02%            11  redis-server     [kernel.vmlinux]  [k] select_task_rq
     0.02%            10  redis-server     [kernel.vmlinux]  [k] common_interrupt
     0.02%            11  redis-server     [kernel.vmlinux]  [k] queued_read_lock_slowpath
     0.02%             9  redis-server     [kernel.vmlinux]  [k] inet_gro_complete
     0.02%            10  redis-server     [kernel.vmlinux]  [k] nf_hook_slow_list
     0.02%            10  redis-server     [kernel.vmlinux]  [k] handle_edge_irq
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __run_timers.part.0
     0.02%            10  redis-server     [kernel.vmlinux]  [k] tcp_sendmsg
     0.02%             9  redis-server     redis-server      [.] sdsrange
     0.02%             9  redis-server     [kernel.vmlinux]  [k] find_busiest_queue
     0.02%             9  redis-server     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%             9  redis-server     [mlx5_core]       [k] mlx5e_tx_check_stop
     0.02%             9  redis-server     redis-server      [.] 0x0000000000181711
     0.02%            10  redis-server     [kernel.vmlinux]  [k] _raw_read_lock_irqsave
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __wake_up_sync_key
     0.02%             9  redis-server     [kernel.vmlinux]  [k] tcp_try_rmem_schedule
     0.02%             9  redis-server     [kernel.vmlinux]  [k] tcp_try_coalesce.part.0.constprop.0
     0.02%             9  redis-server     [kernel.vmlinux]  [k] ip_sublist_rcv_finish
     0.02%             9  redis-server     [kernel.vmlinux]  [k] ip_protocol_deliver_rcu
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_event_new_data_sent
     0.02%             9  redis-server     [kernel.vmlinux]  [k] amd_clear_divider
     0.02%             9  redis-server     [kernel.vmlinux]  [k] ip_route_use_hint
     0.02%             9  redis-server     [kernel.vmlinux]  [k] security_file_permission
     0.02%             9  redis-server     [kernel.vmlinux]  [k] tcp_chrono_start
     0.02%             8  redis-server     redis-server      [.] setCommand
     0.02%             8  redis-server     [kernel.vmlinux]  [k] irqentry_enter
     0.02%             9  redis-server     [kernel.vmlinux]  [k] should_failslab.constprop.0
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __sk_mem_schedule
     0.02%             9  redis-server     [kernel.vmlinux]  [k] kfree_skbmem
     0.02%             9  redis-server     [kernel.vmlinux]  [k] skb_put
     0.02%             8  redis-server     [kernel.vmlinux]  [k] dma_map_page_attrs
     0.02%             8  redis-server     [vdso]            [.] 0x0000000000000b2d
     0.02%             9  redis-server     [kernel.vmlinux]  [k] napi_gro_flush
     0.02%             9  redis-server     [kernel.vmlinux]  [k] update_cfs_group
     0.02%             8  redis-server     redis-server      [.] tryObjectEncoding
     0.02%             8  redis-server     [kernel.vmlinux]  [k] sk_free
     0.02%             8  redis-server     [kernel.vmlinux]  [k] skb_free_head
     0.02%             8  redis-server     [mlx5_core]       [k] mlx5e_handle_tx_dim
     0.02%             8  redis-server     [kernel.vmlinux]  [k] __raise_softirq_irqoff
     0.02%             8  redis-server     redis-server      [.] getExpire
     0.02%             8  redis-server     [kernel.vmlinux]  [k] pick_next_task_fair
     0.02%             7  redis-server     [kernel.vmlinux]  [k] is_vmalloc_addr
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp4_gro_complete
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_rack_advance
     0.02%             8  redis-server     [kernel.vmlinux]  [k] inet_sendmsg
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_update_skb_after_send
     0.02%             7  redis-server     [kernel.vmlinux]  [k] tcp_cleanup_rbuf
     0.02%             7  redis-server     [kernel.vmlinux]  [k] tcp_rearm_rto.part.0
     0.02%             8  redis-server     [kernel.vmlinux]  [k] security_socket_recvmsg
     0.02%             7  redis-server     [kernel.vmlinux]  [k] skb_csum_hwoffload_help
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_v4_early_demux
     0.02%             7  redis-server     [kernel.vmlinux]  [k] inet_ehashfn
     0.02%             7  redis-server     [kernel.vmlinux]  [k] sk_reset_timer
     0.02%             7  redis-server     [kernel.vmlinux]  [k] _raw_spin_trylock
     0.02%             7  redis-server     [kernel.vmlinux]  [k] update_sd_pick_busiest
     0.02%             7  redis-server     [mlx5_core]       [k] mlx5e_alloc_rx_mpwqe
     0.02%             7  redis-server     [kernel.vmlinux]  [k] set_normalized_timespec64
     0.02%             7  redis-server     [mlx5_core]       [k] mlx5e_poll_xdpsq_cq
     0.02%             7  redis-server     [mlx5_core]       [k] mlx5e_poll_rx_cq
     0.02%             6  redis-server     [kernel.vmlinux]  [k] trigger_load_balance
     0.02%             7  redis-server     [kernel.vmlinux]  [k] napi_schedule_prep
     0.02%             7  redis-server     [kernel.vmlinux]  [k] hrtimer_try_to_cancel
     0.02%             7  redis-server     [kernel.vmlinux]  [k] perf_event_context_sched_out
     0.02%             7  redis-server     [kernel.vmlinux]  [k] fast_mix
     0.01%             6  redis-server     [kernel.vmlinux]  [k] put_prev_task_fair
     0.01%             7  redis-server     [kernel.vmlinux]  [k] tcp_rate_skb_sent
     0.01%             6  redis-server     [kernel.vmlinux]  [k] ipv4_mtu
     0.01%             6  redis-server     [mlx5_core]       [k] mlx5_cq_tasklet_cb
     0.01%             7  redis-server     [kernel.vmlinux]  [k] kmem_cache_free_bulk.part.0
     0.01%             7  redis-server     [mlx5_core]       [k] mlx5e_post_rx_mpwqes
     0.01%             5  redis-server     redis-server      [.] genericSetKey
     0.01%             6  redis-server     [kernel.vmlinux]  [k] __sock_sendmsg
     0.01%             6  redis-server     [kernel.vmlinux]  [k] rb_erase
     0.01%             5  redis-server     [kernel.vmlinux]  [k] task_mm_cid_work
     0.01%             6  redis-server     [kernel.vmlinux]  [k] __usecs_to_jiffies
     0.01%             6  redis-server     redis-server      [.] 0x00000000001334f3
     0.01%             6  redis-server     [kernel.vmlinux]  [k] security_socket_sendmsg
     0.01%             6  redis-server     [kernel.vmlinux]  [k] perf_ctx_disable
     0.01%             6  redis-server     [kernel.vmlinux]  [k] map_id_range_down
     0.01%             6  redis-server     [vdso]            [.] 0x00000000000008ea
     0.01%             6  redis-server     [mlx5_core]       [k] mlx5e_free_rx_mpwqe
     0.01%             6  redis-server     [kernel.vmlinux]  [k] rb_first
     0.01%             6  redis-server     [vdso]            [.] 0x0000000000000b0e
     0.01%             6  redis-server     [kernel.vmlinux]  [k] tcp_gro_complete
     0.01%             6  redis-server     [kernel.vmlinux]  [k] get_freelist
     0.01%             6  redis-server     [kernel.vmlinux]  [k] put_prev_entity
     0.01%             5  redis-server     [kernel.vmlinux]  [k] __x2apic_send_IPI_dest
     0.01%             5  redis-server     [kernel.vmlinux]  [k] timerqueue_add
     0.01%             5  redis-server     [kernel.vmlinux]  [k] fib_info_nh_uses_dev
     0.01%             5  redis-server     [kernel.vmlinux]  [k] hrtimer_start_range_ns
     0.01%             5  redis-server     redis-server      [.] 0x0000000000043544
     0.01%             6  redis-server     [kernel.vmlinux]  [k] tcp_send_delayed_ack
     0.01%             6  redis-server     redis-server      [.] 0x0000000000044134
     0.01%             5  redis-server     [kernel.vmlinux]  [k] tcp_send_ack
     0.01%             5  redis-server     [kernel.vmlinux]  [k] x2apic_send_IPI
     0.01%             5  redis-server     [kernel.vmlinux]  [k] __update_idle_core
     0.01%             5  redis-server     redis-server      [.] 0x00000000001334bd
     0.01%             5  redis-server     redis-server      [.] freeClientsInAsyncFreeQueue
     0.01%             5  redis-server     [kernel.vmlinux]  [k] find_busiest_group
     0.01%             5  redis-server     [vdso]            [.] 0x0000000000000b7c
     0.01%             5  redis-server     [kernel.vmlinux]  [k] kmem_cache_size
     0.01%             5  redis-server     [kernel.vmlinux]  [k] tcp_stream_alloc_skb
     0.01%             5  redis-server     [kernel.vmlinux]  [k] mod_timer
     0.01%             5  redis-server     [kernel.vmlinux]  [k] __slab_alloc.constprop.0
     0.01%             5  redis-server     [kernel.vmlinux]  [k] __perf_event_task_sched_in
     0.01%             5  redis-server     [nf_conntrack]    [k] ipv4_conntrack_local
     0.01%             5  redis-server     [kernel.vmlinux]  [k] run_timer_softirq
     0.01%             5  redis-server     [kernel.vmlinux]  [k] rseq_ip_fixup
     0.01%             5  redis-server     [kernel.vmlinux]  [k] tcp_release_cb
     0.01%             5  redis-server     [vdso]            [.] 0x000000000000088f
     0.01%             5  redis-server     [kernel.vmlinux]  [k] __copy_skb_header
     0.01%             5  redis-server     redis-server      [.] dbOverwrite
     0.01%             5  redis-server     [nf_conntrack]    [k] nf_ct_seq_offset
     0.01%             5  redis-server     redis-server      [.] je_nallocx
     0.01%             5  redis-server     [nf_nat]          [k] nf_nat_ipv4_pre_routing
     0.01%             5  redis-server     [vdso]            [.] 0x0000000000000afc
     0.01%             5  redis-server     redis-server      [.] 0x0000000000128418
     0.01%             5  redis-server     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.01%             5  redis-server     [kernel.vmlinux]  [k] handle_irq_event
     0.01%             4  redis-server     [vdso]            [.] 0x00000000000008a3
     0.01%             4  redis-server     [kernel.vmlinux]  [k] enqueue_hrtimer
     0.01%             5  redis-server     [kernel.vmlinux]  [k] napi_skb_free_stolen_head
     0.01%             4  redis-server     redis-server      [.] postponeClientRead
     0.01%             5  redis-server     redis-server      [.] 0x000000000012850a
     0.01%             4  redis-server     [mlx5_core]       [k] mlx5e_txqsq_wake
     0.01%             5  redis-server     redis-server      [.] handleClientsBlockedOnKeys
     0.01%             4  redis-server     redis-server      [.] createObject
     0.01%             4  redis-server     redis-server      [.] 0x0000000000133515
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __remove_hrtimer
     0.01%             4  redis-server     [vdso]            [.] 0x00000000000008d1
     0.01%             4  redis-server     redis-server      [.] trimStringObjectIfNeeded
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%             4  redis-server     [kernel.vmlinux]  [k] rseq_get_rseq_cs
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_rbtree_insert
     0.01%             4  redis-server     [kernel.vmlinux]  [k] update_group_capacity
     0.01%             4  redis-server     [mlx5_core]       [k] mlx5e_completion_event
     0.01%             4  redis-server     [kernel.vmlinux]  [k] atomic_notifier_call_chain
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tasklet_clear_sched
     0.01%             4  redis-server     [nf_nat]          [k] nf_nat_ipv4_fn
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_send_mss
     0.01%             4  redis-server     [kernel.vmlinux]  [k] cubictcp_acked
     0.01%             4  redis-server     [kernel.vmlinux]  [k] get_partial_node.part.0
     0.01%             4  redis-server     [kernel.vmlinux]  [k] mem_cgroup_handle_over_high
     0.01%             4  redis-server     [kernel.vmlinux]  [k] security_sock_rcv_skb
     0.01%             4  redis-server     [vdso]            [.] 0x000000000000088a
     0.01%             4  redis-server     [vdso]            [.] 0x00000000000008dc
     0.01%             4  redis-server     [kernel.vmlinux]  [k] rebalance_domains
     0.01%             4  redis-server     redis-server      [.] 0x0000000000043f94
     0.01%             3  redis-server     [kernel.vmlinux]  [k] calc_wheel_index
     0.01%             4  redis-server     [kernel.vmlinux]  [k] ktime_get_update_offsets_now
     0.01%             4  redis-server     [kernel.vmlinux]  [k] irq_exit_rcu
     0.01%             4  redis-server     redis-server      [.] aeMain
     0.01%             4  redis-server     [kernel.vmlinux]  [k] fib_validate_source
     0.01%             4  redis-server     redis-server      [.] 0x0000000000128401
     0.01%             4  redis-server     [kernel.vmlinux]  [k] detach_tasks
     0.01%             4  redis-server     [vdso]            [.] 0x0000000000000b08
     0.01%             4  redis-server     [kernel.vmlinux]  [k] _raw_read_unlock_irqrestore
     0.01%             4  redis-server     [kernel.vmlinux]  [k] irq_entries_start
     0.01%             4  redis-server     redis-server      [.] je_arena_stats_merge
     0.01%             3  redis-server     [kernel.vmlinux]  [k] lapic_next_deadline
     0.01%             3  redis-server     redis-server      [.] touchWatchedKey
     0.01%             4  redis-server     [kernel.vmlinux]  [k] timespec64_add_safe
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%             4  redis-server     [kernel.vmlinux]  [k] rb_insert_color
     0.01%             4  redis-server     redis-server      [.] expireIfNeeded
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_wmem_schedule
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000aa6
     0.01%             3  redis-server     redis-server      [.] replicationFeedSlaves
     0.01%             3  redis-server     [kernel.vmlinux]  [k] skb_copy_to_page_nocache
     0.01%             3  redis-server     [kernel.vmlinux]  [k] sched_clock_noinstr
     0.01%             3  redis-server     redis-server      [.] 0x0000000000071d17
     0.01%             3  redis-server     redis-server      [.] 0x00000000001334fd
     0.01%             3  redis-server     [kernel.vmlinux]  [k] inet_send_prepare
     0.01%             3  redis-server     redis-server      [.] je_tcache_event_hard
     0.01%             3  redis-server     redis-server      [.] 0x00000000001334d0
     0.01%             3  redis-server     redis-server      [.] moduleNotifyKeyspaceEvent
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_rate_check_app_limited
     0.01%             3  redis-server     redis-server      [.] moduleCallCommandFilters
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_mtu_probe
     0.01%             3  redis-server     [kernel.vmlinux]  [k] hrtimer_init_sleeper
     0.01%             3  redis-server     [kernel.vmlinux]  [k] irqentry_exit_to_user_mode
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __msecs_to_jiffies
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __perf_event_task_sched_out
     0.01%             3  redis-server     [kernel.vmlinux]  [k] do_softirq
     0.01%             3  redis-server     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%             3  redis-server     [kernel.vmlinux]  [k] task_tick_fair
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000b4d
     0.01%             3  redis-server     [kernel.vmlinux]  [k] update_rt_rq_load_avg
     0.01%             3  redis-server     redis-server      [.] 0x0000000000043594
     0.01%             3  redis-server     redis-server      [.] 0x00000000001283b1
     0.01%             3  redis-server     redis-server      [.] 0x00000000001284f7
     0.01%             3  redis-server     [kernel.vmlinux]  [k] rb_next
     0.01%             3  redis-server     libc.so.6         [.] __GI___pthread_mutex_unlock_usercnt
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000aef
     0.01%             3  redis-server     [vdso]            [.] 0x00000000000008de
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%             3  redis-server     [mlx5_core]       [k] mlx5e_txwqe_build_eseg.constprop.0.isra.0
     0.01%             3  redis-server     redis-server      [.] trackingHandlePendingKeyInvalidations
     0.01%             3  redis-server     [kernel.vmlinux]  [k] sync_regs
     0.01%             3  redis-server     redis-server      [.] slowlogPushEntryIfNeeded
     0.01%             3  redis-server     [kernel.vmlinux]  [k] update_dl_rq_load_avg
     0.01%             3  redis-server     redis-server      [.] removeExpire
     0.01%             3  redis-server     [kernel.vmlinux]  [k] timerqueue_del
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_validate_incoming
     0.01%             3  redis-server     redis-server      [.] 0x000000000012842b
     0.01%             3  redis-server     [kernel.vmlinux]  [k] page_pool_alloc_pages
     0.01%             3  redis-server     redis-server      [.] parseExtendedStringArgumentsOrReply
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_delack_max
     0.01%             3  redis-server     [kernel.vmlinux]  [k] update_vsyscall
     0.01%             2  redis-server     redis-server      [.] 0x0000000000071e47
     0.01%             3  redis-server     [kernel.vmlinux]  [k] irq_enter_rcu
     0.01%             2  redis-server     [nf_conntrack]    [k] ipv4_conntrack_in
     0.01%             3  redis-server     redis-server      [.] je_tcache_bin_flush_small
     0.01%             2  redis-server     redis-server      [.] 0x00000000001334fa
     0.01%             2  redis-server     redis-server      [.] 0x0000000000128517
     0.01%             2  redis-server     [kernel.vmlinux]  [k] do_wp_page
     0.01%             2  redis-server     redis-server      [.] 0x0000000000071e3c
     0.01%             2  redis-server     [kernel.vmlinux]  [k] net_dim_stats_compare
     0.01%             2  redis-server     redis-server      [.] dictSdsKeyCaseCompare
     0.01%             2  redis-server     [vdso]            [.] 0x00000000000008f1
     0.00%             2  redis-server     [kernel.vmlinux]  [k] __smp_call_single_queue
     0.00%             2  redis-server     [kernel.vmlinux]  [k] ep_autoremove_wake_function
     0.00%             2  redis-server     redis-server      [.] 0x00000000001283ce
     0.00%             2  redis-server     libc.so.6         [.] pthread_mutex_unlock@@GLIBC_2.2.5
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_ack_update_rtt
     0.00%             2  redis-server     [kernel.vmlinux]  [k] ktime_get_seconds
     0.00%             2  redis-server     [kernel.vmlinux]  [k] timekeeping_update
     0.00%             2  redis-server     [kernel.vmlinux]  [k] do_task_stat
     0.00%             2  redis-server     [kernel.vmlinux]  [k] __common_interrupt
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_small_queue_check.isra.0
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000852
     0.00%             2  redis-server     redis-server      [.] 0x00000000001334c6
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000845
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000b3c
     0.00%             2  redis-server     redis-server      [.] 0x00000000001334f6
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000acd
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_add_backlog
     0.00%             2  redis-server     [kernel.vmlinux]  [k] __rseq_handle_notify_resume
     0.00%             2  redis-server     [kernel.vmlinux]  [k] nohz_balance_exit_idle
     0.00%             2  redis-server     [kernel.vmlinux]  [k] run_rebalance_domains
     0.00%             2  redis-server     redis-server      [.] 0x0000000000129fac
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_chrono_stop
     0.00%             2  redis-server     [kernel.vmlinux]  [k] rcu_sched_clock_irq
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_schedule_loss_probe
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000ac4
     0.00%             2  redis-server     [kernel.vmlinux]  [k] note_interrupt
     0.00%             2  redis-server     redis-server      [.] dictObjectDestructor
     0.00%             2  redis-server     [kernel.vmlinux]  [k] num_to_str
     0.00%             2  redis-server     [kernel.vmlinux]  [k] restore_regs_and_return_to_kernel
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_push
     0.00%             2  redis-server     [kernel.vmlinux]  [k] jiffies_to_usecs
     0.00%             2  redis-server     redis-server      [.] tlsProcessPendingData
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_filter
     0.00%             2  redis-server     redis-server      [.] 0x00000000001283bb
     0.00%             2  redis-server     [vdso]            [.] 0x000000000000083e
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_rearm_rto
     0.00%             2  redis-server     [kernel.vmlinux]  [k] __wake_up
     0.00%             2  redis-server     [kernel.vmlinux]  [k] update_process_times
     0.00%             2  redis-server     redis-server      [.] 0x00000000001334ec
     0.00%             2  redis-server     [vdso]            [.] 0x000000000000086d
     0.00%             2  redis-server     redis-server      [.] 0x00000000001283d0
     0.00%             2  redis-server     redis-server      [.] 0x00000000001284cc
     0.00%             2  redis-server     [kernel.vmlinux]  [k] propagate_protected_usage
     0.00%             2  redis-server     redis-server      [.] 0x00000000001284ee
     0.00%             2  redis-server     [kernel.vmlinux]  [k] blkcg_maybe_throttle_current
     0.00%             2  redis-server     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.00%             2  redis-server     redis-server      [.] sdsAllocSize
     0.00%             2  redis-server     redis-server      [.] dictSdsCaseHash
     0.00%             2  redis-server     [kernel.vmlinux]  [k] __bitmap_and
     0.00%             2  redis-server     [kernel.vmlinux]  [k] scheduler_tick
     0.00%             2  redis-server     [kernel.vmlinux]  [k] wake_up_var
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000aad
     0.00%             2  redis-server     [kernel.vmlinux]  [k] pick_next_task_idle
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_rack_update_reo_wnd
     0.00%             2  redis-server     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.00%             2  redis-server     [kernel.vmlinux]  [k] nohz_balancer_kick
     0.00%             2  redis-server     redis-server      [.] 0x00000000001283f7
     0.00%             2  redis-server     [kernel.vmlinux]  [k] sk_page_frag_refill
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000817
     0.00%             2  redis-server     redis-server      [.] 0x0000000000071e29
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000870
     0.00%             2  redis-server     redis-server      [.] 0x0000000000071db7
     0.00%             2  redis-server     [kernel.vmlinux]  [k] __pm_relax
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000b2b
     0.00%             2  redis-server     [kernel.vmlinux]  [k] is_module_text_address
     0.00%             2  redis-server     [kernel.vmlinux]  [k] _find_first_zero_bit
     0.00%             2  redis-server     [kernel.vmlinux]  [k] __release_sock
     0.00%             2  redis-server     redis-server      [.] 0x0000000000058889
     0.00%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] __tcp_transmit_skb
     0.00%             1  redis-server     [kernel.vmlinux]  [k] func_ptr_is_kernel_text
     0.00%             1  redis-server     redis-server      [.] 0x0000000000133501
     0.00%             1  redis-server     redis-server      [.] 0x0000000000071ddf
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __queue_work
     0.00%             1  redis-server     [vdso]            [.] __vdso_clock_gettime
     0.00%             1  redis-server     [kernel.vmlinux]  [k] mas_next_node
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043974
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_delack_timer
     0.00%             1  redis-server     redis-server      [.] 0x0000000000181705
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043a64
     0.00%             1  redis-server     [kernel.vmlinux]  [k] irqentry_exit
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_ack_tstamp
     0.00%             1  redis-server     [kernel.vmlinux]  [k] asm_exc_page_fault
     0.00%             1  redis-server     redis-server      [.] zmalloc_get_rss
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000ae8
     0.00%             1  redis-server     redis-server      [.] 0x00000000001283a7
     0.00%             1  redis-server     [kernel.vmlinux]  [k] kick_pool
     0.00%             1  redis-server     [kernel.vmlinux]  [k] kmem_cache_alloc
     0.00%             1  redis-server     redis-server      [.] 0x00000000001dbfd0
     0.00%             1  redis-server     [kernel.vmlinux]  [k] set_root
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000887
     0.00%             1  redis-server     [kernel.vmlinux]  [k] in_gate_area_no_mm
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_delack_timer_handler
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_newly_delivered
     0.00%             1  redis-server     [kernel.vmlinux]  [k] can_migrate_task
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __kfree_skb
     0.00%             1  redis-server     redis-server      [.] 0x00000000001334b0
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __cgroup_account_cputime_field
     0.00%             1  redis-server     [kernel.vmlinux]  [k] kick_ilb
     0.00%             1  redis-server     redis-server      [.] 0x00000000001763a4
     0.00%             1  redis-server     [kernel.vmlinux]  [k] vma_migratable
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __memcg_slab_post_alloc_hook
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __count_memcg_events
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043be4
     0.00%             1  redis-server     redis-server      [.] 0x000000000004b6c0
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128369
     0.00%             1  redis-server     redis-server      [.] 0x00000000001816af
     0.00%             1  redis-server     libc.so.6         [.] __vfprintf_internal
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000b14
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __tcp_push_pending_frames
     0.00%             1  redis-server     [kernel.vmlinux]  [k] irq_work_run_list
     0.00%             1  redis-server     redis-server      [.] clientsCron
     0.00%             1  redis-server     redis-server      [.] 0x00000000001283f0
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128377
     0.00%             1  redis-server     [kernel.vmlinux]  [k] check_cpu_stall
     0.00%             1  redis-server     redis-server      [.] clientsCronHandleTimeout
     0.00%             1  redis-server     [kernel.vmlinux]  [k] get_any_partial
     0.00%             1  redis-server     redis-server      [.] 0x00000000001283cb
     0.00%             1  redis-server     [kernel.vmlinux]  [k] calculate_imbalance
     0.00%             1  redis-server     [kernel.vmlinux]  [k] nf_checksum
     0.00%             1  redis-server     redis-server      [.] 0x000000000004b6b8
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __napi_poll
     0.00%             1  redis-server     [kernel.vmlinux]  [k] raw_local_deliver
     0.00%             1  redis-server     [vdso]            [.] __vdso_gettimeofday
     0.00%             1  redis-server     libc.so.6         [.] __GI_____strtoll_l_internal
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000b44
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __queue_work.part.0
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __lookup_mnt
     0.00%             1  redis-server     redis-server      [.] trackingInvalidateKey
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_data_queue_ofo
     0.00%             1  redis-server     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.00%             1  redis-server     [kernel.vmlinux]  [k] dql_completed
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043394
     0.00%             1  redis-server     [vdso]            [.] 0x00000000000008ab
     0.00%             1  redis-server     [kernel.vmlinux]  [k] net_dim
