# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 39K of event 'cycles'
# Event count (approx.): 84431220089
#
# Overhead       Samples  Command          Shared Object     Symbol                                        
# ........  ............  ...............  ................  ..............................................
#
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d97f
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_rearm_rto.part.0
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000050264
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000500a4
     0.00%             2  redis-server     redis-server      [.] 0x00000000001334bd
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000527a0
     0.00%             2  redis-server     libc.so.6         [.] __tzfile_compute
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000502d5
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000055585
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000528c0
     0.00%             2  redis-server     [vdso]            [.] 0x00000000000008dc
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000051fd5
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d072
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d235
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000052eb3
     0.00%             2  redis-server     redis-server      [.] 0x0000000000128401
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004c122
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d485
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d152
     0.00%             2  redis-server     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested
     0.00%             2  redis-server     [kernel.vmlinux]  [k] irqentry_enter
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_gro_complete
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000b77
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004c2b6
     0.00%             2  redis-server     [kernel.vmlinux]  [k] irq_enter_rcu
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004ff1a
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000520b9
     0.00%             2  redis-server     [kernel.vmlinux]  [k] __release_sock
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_rate_skb_sent
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000050317
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004bec3
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000050307
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d226
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000003d3a0
     0.00%             2  redis-server     redis-server      [.] 0x0000000000058889
     0.00%             1  redis-server     [kernel.vmlinux]  [k] timekeeping_advance
     0.00%             2  redis-server     [kernel.vmlinux]  [k] page_pool_alloc_pages
     0.00%             2  redis-server     [kernel.vmlinux]  [k] irqtime_account_process_tick
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004c098
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000864
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000887
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000005580f
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000b4d
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000005150e
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004fef7
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004c13e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce78
     0.00%             2  redis-server     [vdso]            [.] 0x0000000000000852
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004c11f
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053e04
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000530cb
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004dc1f
     0.00%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] mt_find
     0.00%             1  redis-server     [kernel.vmlinux]  [k] need_active_balance
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043974
     0.00%             1  redis-server     [kernel.vmlinux]  [k] copy_mc_enhanced_fast_string
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000005291e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005361f
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004dc9b
     0.00%             1  redis-server     [kernel.vmlinux]  [k] sched_mm_cid_remote_clear
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004dbe5
     0.00%             1  redis-server     redis-server      [.] 0x0000000000071d34
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000000c986
     0.00%             1  redis-server     redis-server      [.] 0x0000000000181539
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052db8
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004db13
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000555ae
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c3a4
     0.00%             1  redis-server     [kernel.vmlinux]  [k] mod_node_page_state
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __queue_work
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bf38
     0.00%             1  redis-server     libc.so.6         [.] __GI___libc_open
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_send_ack
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053cf4
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d558
     0.00%             1  redis-server     redis-server      [.] trackInstantaneousMetric
     0.00%             1  redis-server     libc.so.6         [.] _int_free
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d459
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_rate_check_app_limited
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __smp_call_single_queue
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bf31
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c110
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_delack_timer
     0.00%             1  redis-server     [kernel.vmlinux]  [k] rb_next
     0.00%             1  redis-server     [kernel.vmlinux]  [k] calculate_imbalance
     0.00%             1  redis-server     redis-server      [.] 0x00000000001283ce
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d46e
     0.00%             1  redis-server     libc.so.6         [.] __getpagesize
     0.00%             1  redis-server     [kernel.vmlinux]  [k] calc_global_load_tick
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000521be
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053613
     0.00%             1  redis-server     redis-server      [.] je_arena_stats_merge
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004da21
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d4ea
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __sk_mem_reclaim
     0.00%             1  redis-server     [kernel.vmlinux]  [k] activate_task
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cb89
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000051fe0
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053bd2
     0.00%             1  redis-server     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000527c6
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c75a
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c711
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000538f3
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d001
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d135
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bf05
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c4f5
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000055575
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ca4f
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005280b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cf7f
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005269b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052163
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000012272
     0.00%             1  redis-server     redis-server      [.] 0x00000000001334fd
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053921
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043be4
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000502ed
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000003d3c2
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c2d4
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cb5e
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_rbtree_insert
     0.00%             1  redis-server     redis-server      [.] 0x000000000012840a
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_wmem_schedule
     0.00%             1  redis-server     redis-server      [.] slowlogPushEntryIfNeeded
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d4a9
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bf46
     0.00%             1  redis-server     redis-server      [.] serverCron
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000051558
     0.00%             1  redis-server     [kernel.vmlinux]  [k] set_next_entity
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000530f3
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053ce0
     0.00%             1  redis-server     [kernel.vmlinux]  [k] get_page_from_freelist
     0.00%             1  redis-server     [kernel.vmlinux]  [k] wake_up_var
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000054085
     0.00%             1  redis-server     [kernel.vmlinux]  [k] ktime_get_seconds
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000540a0
     0.00%             1  redis-server     [kernel.vmlinux]  [k] nohz_balance_exit_idle
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000000c914
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004da26
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ff6d
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000afc
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ca73
     0.00%             1  redis-server     redis-server      [.] 0x0000000000181705
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c140
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cb5a
     0.00%             1  redis-server     redis-server      [.] 0x0000000000175c70
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d060
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000051fbc
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bf22
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d01f
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000524c2
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d24c
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d45b
     0.00%             1  redis-server     redis-server      [.] 0x00000000001283b1
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000000c9ec
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004dcb6
     0.00%             1  redis-server     [kernel.vmlinux]  [k] enqueue_task_fair
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053a79
     0.00%             1  redis-server     redis-server      [.] 0x00000000001284ee
     0.00%             1  redis-server     libc.so.6         [.] __strlen_evex
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052e2a
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000845
     0.00%             1  redis-server     redis-server      [.] 0x0000000000186d8e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cf6d
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_xmit_recovery
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c78b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d07c
     0.00%             1  redis-server     redis-server      [.] dictSdsCaseHash
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cf43
     0.00%             1  redis-server     [kernel.vmlinux]  [k] schedule_hrtimeout_range
     0.00%             1  redis-server     [kernel.vmlinux]  [k] free_unref_page_commit
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128361
     0.00%             1  redis-server     [kernel.vmlinux]  [k] page_pool_refill_alloc_cache
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cbae
     0.00%             1  redis-server     redis-server      [.] 0x00000000001764f6
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c4c8
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ddb8
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000067581
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053411
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cf72
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tasklet_action
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052654
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000051515
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c37e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000528b7
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d0af
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ea60
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005251a
     0.00%             1  redis-server     redis-server      [.] dictSdsKeyCaseCompare
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053af3
     0.00%             1  redis-server     [vdso]            [.] __vdso_gettimeofday
     0.00%             1  redis-server     [kernel.vmlinux]  [k] swapgs_restore_regs_and_return_to_usermode
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d0da
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004be17
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000aad
     0.00%             1  redis-server     redis-server      [.] trackingHandlePendingKeyInvalidations
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d244
     0.00%             1  redis-server     [vdso]            [.] 0x000000000000086a
     0.00%             1  redis-server     [kernel.vmlinux]  [k] net_dim_stats_compare
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ea55
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000067541
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d692
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000003d3bb
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053118
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052814
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c71b
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000b11
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ceb9
     0.00%             1  redis-server     redis-server      [.] 0x0000000000129f8b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053db2
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004db2a
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ea26
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d9c6
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d0f8
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004dc2a
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __napi_poll
     0.00%             1  redis-server     redis-server      [.] 0x00000000001334b0
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d9e7
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000122c2
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053aea
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_data_queue_ofo
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000051584
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c4e0
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ff27
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000000ca22
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c35d
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000b08
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce49
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d044
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004f653
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053971
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c83f
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043f94
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000050351
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004dc25
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c750
     0.00%             1  redis-server     [kernel.vmlinux]  [k] put_cpu_partial
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053ccb
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cba5
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000503be
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d0c3
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c576
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053d2e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce3c
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d110
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d059
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c3ea
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d9de
     0.00%             1  redis-server     [kernel.vmlinux]  [k] cubictcp_acked
     0.00%             1  redis-server     [kernel.vmlinux]  [k] hrtimer_interrupt
     0.00%             1  redis-server     redis-server      [.] 0x0000000000181702
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004dca5
     0.00%             1  redis-server     redis-server      [.] 0x0000000000181508
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004dbdb
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000051560
     0.00%             1  redis-server     [kernel.vmlinux]  [k] inet_sendmsg
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000535cd
     0.00%             1  redis-server     [kernel.vmlinux]  [k] ktime_get_update_offsets_now
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005156a
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c8cc
     0.00%             1  redis-server     [kernel.vmlinux]  [k] inet_send_prepare
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bfbc
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __lookup_mnt
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053d1e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052006
     0.00%             1  redis-server     redis-server      [.] 0x0000000000129f98
     0.00%             1  redis-server     redis-server      [.] 0x0000000000186d7b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d182
     0.00%             1  redis-server     [kernel.vmlinux]  [k] do_wp_page
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d0f5
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053b64
     0.00%             1  redis-server     [kernel.vmlinux]  [k] handle_mm_fault
     0.00%             1  redis-server     [vdso]            [.] 0x00000000000008a3
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cff1
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __tcp_push_pending_frames
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __enqueue_entity
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __bitmap_subset
     0.00%             1  redis-server     [kernel.vmlinux]  [k] atomic_notifier_call_chain
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bfb6
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d626
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053b28
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d6c1
     0.00%             1  redis-server     [kernel.vmlinux]  [k] sk_page_frag_refill
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000b7c
     0.00%             1  redis-server     [kernel.vmlinux]  [k] lapic_next_deadline
     0.00%             1  redis-server     [vdso]            [.] 0x000000000000083e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce4c
     0.00%             1  redis-server     [kernel.vmlinux]  [k] ipv4_mtu
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052e80
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ced7
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052ec9
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004db58
     0.00%             1  redis-server     redis-server      [.] 0x0000000000071d10
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d964
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053b78
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c7cc
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004beb8
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ff3a
     0.00%             1  redis-server     [kernel.vmlinux]  [k] hrtimer_init_sleeper
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000067548
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004be35
     0.00%             1  redis-server     libc.so.6         [.] __vfprintf_internal
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bf8d
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d197
     0.00%             1  redis-server     [kernel.vmlinux]  [k] irq_chip_ack_parent
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c8bf
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005157a
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000540a4
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c8a9
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __put_partials
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d19e
     0.00%             1  redis-server     [kernel.vmlinux]  [k] clockevents_program_event
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000067589
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000000c90b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004bdf3
     0.00%             1  redis-server     redis-server      [.] 0x00000000001816b3
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c29f
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004eb29
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c72b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d519
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000501bb
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d560
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053ab1
     0.00%             1  redis-server     [vdso]            [.] 0x0000000000000b0a
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053d7c
     0.00%             1  redis-server     [vdso]            [.] 0x00000000000008f1
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004db28
     0.00%             1  redis-server     [kernel.vmlinux]  [k] task_work_run
     0.00%             1  redis-server     [kernel.vmlinux]  [k] blake2s_compress_generic
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cfdb
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c58d
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ea87
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cea4
     0.00%             1  redis-server     [kernel.vmlinux]  [k] _find_first_bit
     0.00%             1  redis-server     redis-server      [.] 0x0000000000071e29
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004c7a2
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004dc67
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000527e3
     0.00%             1  redis-server     [kernel.vmlinux]  [k] dim_on_top
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_rearm_rto
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053976
     0.00%             1  redis-server     redis-server      [.] 0x0000000000175bd7
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005023f
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000067521
     0.00%             1  redis-server     [kernel.vmlinux]  [k] smaps_account
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce9c
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_filter
     0.00%             1  redis-server     [kernel.vmlinux]  [k] proc_single_show
     0.00%             1  redis-server     [kernel.vmlinux]  [k] tcp_schedule_loss_probe
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004d654
     0.00%             1  redis-server     [kernel.vmlinux]  [k] scheduler_tick
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005408e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004f664
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000053968
     0.00%             1  redis-server     [kernel.vmlinux]  [k] step_into
     0.00%             1  redis-server     [kernel.vmlinux]  [k] radix_tree_lookup
     0.00%             1  redis-server     redis-server      [.] 0x00000000001334ec
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005154b
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000005200e
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000050200
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004da39
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce40
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128425
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000555c2
     0.00%             1  redis-server     libc.so.6         [.] __GI___pthread_mutex_unlock_usercnt
     0.00%             1  redis-server     [kernel.vmlinux]  [k] timerqueue_del
     0.00%             1  redis-server     [kernel.vmlinux]  [k] mix_interrupt_randomness
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ff01
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004ce04
     0.00%             1  redis-server     redis-server      [.] 0x0000000000043614
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cb92
     0.00%             1  redis-server     [mlx5_core]       [k] 0x0000000000052915
     0.00%             1  redis-server     [mlx5_core]       [k] 0x00000000000500d7
     0.00%             1  redis-server     [mlx5_core]       [k] 0x000000000004cebd
     0.00%             1  redis-server     redis-server      [.] 0x0000000000128503
     0.00%             1  redis-server     [kernel.vmlinux]  [k] __slab_alloc.constprop.0
     0.00%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] native_flush_tlb_one_user
     0.00%             3  jemalloc_bg_thd  [kernel.vmlinux]  [k] __intel_pmu_enable_all.constprop.0
     0.00%             1  jemalloc_bg_thd  [kernel.vmlinux]  [k] __rcu_read_unlock


#
# (Tip: Order by the overhead of source file name and line number: perf report -s srcline)
#
