# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 39K of event 'cycles'
# Event count (approx.): 84431220089
#
# Overhead       Samples  Command          Shared Object     Symbol                                        
# ........  ............  ...............  ................  ..............................................
#
     0.02%             9  redis-server     redis-server      [.] setGenericCommand
     0.02%             9  redis-server     [mlx5_core]       [k] 0x00000000000502f3
     0.02%             9  redis-server     [kernel.vmlinux]  [k] sched_clock
     0.02%            10  redis-server     [kernel.vmlinux]  [k] tcp_v4_early_demux
     0.02%             9  redis-server     [kernel.vmlinux]  [k] tasklet_clear_sched
     0.02%             9  redis-server     [kernel.vmlinux]  [k] _raw_spin_trylock
     0.02%            10  redis-server     [kernel.vmlinux]  [k] page_pool_put_unrefed_page
     0.02%            10  redis-server     [kernel.vmlinux]  [k] x2apic_send_IPI
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __hrtimer_start_range_ns
     0.02%             8  redis-server     redis-server      [.] sdsResize
     0.02%             9  redis-server     [kernel.vmlinux]  [k] raw_v4_input
     0.02%             9  redis-server     [kernel.vmlinux]  [k] inet_ehashfn
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __module_address.part.0
     0.02%            10  redis-server     [mlx5_core]       [k] 0x0000000000053b71
     0.02%             9  redis-server     redis-server      [.] dbOverwrite
     0.02%             9  redis-server     [kernel.vmlinux]  [k] detach_tasks
     0.02%             7  redis-server     [kernel.vmlinux]  [k] inet_gro_complete
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __tcp_ack_snd_check
     0.02%             9  redis-server     [kernel.vmlinux]  [k] __sock_sendmsg
     0.02%             8  redis-server     [kernel.vmlinux]  [k] get_freelist
     0.02%             9  redis-server     [kernel.vmlinux]  [k] tcp_current_mss
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_wfree
     0.02%             9  redis-server     [kernel.vmlinux]  [k] _raw_spin_unlock_bh
     0.02%             9  redis-server     redis-server      [.] sdsfree
     0.02%             8  redis-server     [kernel.vmlinux]  [k] queued_read_lock_slowpath
     0.02%             8  redis-server     redis-server      [.] createObject
     0.02%             8  redis-server     [kernel.vmlinux]  [k] fib_lookup_good_nhc
     0.02%             9  redis-server     libc.so.6         [.] pthread_mutex_trylock@@GLIBC_2.34
     0.02%             8  redis-server     [kernel.vmlinux]  [k] skb_free_head
     0.02%             8  redis-server     [kernel.vmlinux]  [k] nohz_balancer_kick
     0.02%             7  redis-server     [kernel.vmlinux]  [k] __x2apic_send_IPI_dest
     0.02%             8  redis-server     [mlx5_core]       [k] 0x0000000000053136
     0.02%             8  redis-server     redis-server      [.] genericSetKey
     0.02%             8  redis-server     [kernel.vmlinux]  [k] error_entry
     0.02%             8  redis-server     [kernel.vmlinux]  [k] kfree_skbmem
     0.02%             8  redis-server     [vdso]            [.] 0x00000000000008de
     0.02%             8  redis-server     [kernel.vmlinux]  [k] _raw_read_lock_irqsave
     0.02%             8  redis-server     redis-server      [.] resetClient
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_try_coalesce.part.0.constprop.0
     0.02%             9  redis-server     [kernel.vmlinux]  [k] kmemleak_free
     0.02%             8  redis-server     [kernel.vmlinux]  [k] enqueue_hrtimer
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_cleanup_rbuf
     0.02%             8  redis-server     [kernel.vmlinux]  [k] can_migrate_task
     0.02%             7  redis-server     redis-server      [.] trackingInvalidateKey
     0.02%             8  redis-server     redis-server      [.] dictSdsHash
     0.02%             8  redis-server     [kernel.vmlinux]  [k] __common_interrupt
     0.02%             7  redis-server     [kernel.vmlinux]  [k] perf_ctx_disable
     0.02%             8  redis-server     [kernel.vmlinux]  [k] tcp_rack_advance
     0.02%             7  redis-server     redis-server      [.] postponeClientRead
     0.02%             8  redis-server     [kernel.vmlinux]  [k] __calc_delta.constprop.0
     0.02%             7  redis-server     [kernel.vmlinux]  [k] amd_clear_divider
     0.02%             6  redis-server     [kernel.vmlinux]  [k] asm_common_interrupt
     0.02%             8  redis-server     [kernel.vmlinux]  [k] security_file_permission
     0.02%             7  redis-server     [kernel.vmlinux]  [k] detach_if_pending
     0.02%             7  redis-server     [kernel.vmlinux]  [k] intel_pmu_disable_all
     0.02%             7  redis-server     [kernel.vmlinux]  [k] tcp_event_new_data_sent
     0.02%             7  redis-server     [kernel.vmlinux]  [k] rb_first
     0.02%             7  redis-server     [nf_conntrack]    [k] ipv4_conntrack_local
     0.02%             7  redis-server     redis-server      [.] tryObjectEncoding
     0.02%             7  redis-server     [mlx5_core]       [k] 0x0000000000052e50
     0.02%             7  redis-server     [kernel.vmlinux]  [k] find_busiest_group
     0.02%             6  redis-server     [kernel.vmlinux]  [k] pick_next_task_idle
     0.02%             7  redis-server     [kernel.vmlinux]  [k] tcp_chrono_stop
     0.02%             6  redis-server     [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.02%             6  redis-server     [kernel.vmlinux]  [k] __sk_mem_schedule
     0.02%             7  redis-server     [kernel.vmlinux]  [k] blkcg_maybe_throttle_current
     0.02%             6  redis-server     [kernel.vmlinux]  [k] napi_schedule_prep
     0.02%             7  redis-server     [kernel.vmlinux]  [k] skb_push
     0.02%             5  redis-server     [kernel.vmlinux]  [k] update_group_capacity
     0.02%             6  redis-server     [kernel.vmlinux]  [k] irqentry_exit_to_user_mode
     0.02%             7  redis-server     [kernel.vmlinux]  [k] tcp_rate_skb_delivered
     0.02%             6  redis-server     [kernel.vmlinux]  [k] add_interrupt_randomness
     0.02%             7  redis-server     [kernel.vmlinux]  [k] __pm_relax
     0.02%             6  redis-server     [kernel.vmlinux]  [k] dql_completed
     0.02%             7  redis-server     [kernel.vmlinux]  [k] is_vmalloc_addr
     0.02%             5  redis-server     [kernel.vmlinux]  [k] security_sock_rcv_skb
     0.02%             6  redis-server     [kernel.vmlinux]  [k] sock_recvmsg
     0.02%             6  redis-server     redis-server      [.] 0x00000000001334d0
     0.02%             6  redis-server     [kernel.vmlinux]  [k] should_failslab.constprop.0
     0.02%             6  redis-server     [kernel.vmlinux]  [k] rb_insert_color
     0.02%             5  redis-server     [kernel.vmlinux]  [k] tcp_add_backlog
     0.02%             6  redis-server     [kernel.vmlinux]  [k] __wake_up_sync_key
     0.02%             6  redis-server     [kernel.vmlinux]  [k] ip_sublist_rcv_finish
     0.01%             5  redis-server     [kernel.vmlinux]  [k] __x64_sys_read
     0.01%             6  redis-server     [mlx5_core]       [k] 0x000000000004dbc5
     0.01%             6  redis-server     redis-server      [.] je_tcache_event_hard
     0.01%             6  redis-server     [mlx5_core]       [k] 0x0000000000050183
     0.01%             6  redis-server     [mlx5_core]       [k] 0x0000000000050366
     0.01%             6  redis-server     [mlx5_core]       [k] 0x000000000000c9be
     0.01%             6  redis-server     [kernel.vmlinux]  [k] dma_map_page_attrs
     0.01%             6  redis-server     redis-server      [.] 0x0000000000043544
     0.01%             5  redis-server     [nf_conntrack]    [k] ipv4_conntrack_in
     0.01%             6  redis-server     [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%             6  redis-server     [kernel.vmlinux]  [k] rb_erase
     0.01%             6  redis-server     [kernel.vmlinux]  [k] tcp_update_skb_after_send
     0.01%             6  redis-server     [kernel.vmlinux]  [k] __copy_skb_header
     0.01%             6  redis-server     redis-server      [.] 0x0000000000133515
     0.01%             5  redis-server     redis-server      [.] 0x0000000000043a64
     0.01%             6  redis-server     [kernel.vmlinux]  [k] tcp_send_mss
     0.01%             5  redis-server     redis-server      [.] 0x00000000001334f6
     0.01%             5  redis-server     [mlx5_core]       [k] 0x00000000000527a8
     0.01%             5  redis-server     [nf_nat]          [k] nf_nat_ipv4_pre_routing
     0.01%             5  redis-server     [mlx5_core]       [k] 0x0000000000050095
     0.01%             5  redis-server     [mlx5_core]       [k] 0x0000000000052e65
     0.01%             5  redis-server     [mlx5_core]       [k] 0x0000000000067558
     0.01%             5  redis-server     [mlx5_core]       [k] 0x00000000000503b8
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004cdf2
     0.01%             5  redis-server     redis-server      [.] freeClientsInAsyncFreeQueue
     0.01%             6  redis-server     redis-server      [.] je_nallocx
     0.01%             5  redis-server     [kernel.vmlinux]  [k] rseq_ip_fixup
     0.01%             5  redis-server     [kernel.vmlinux]  [k] __handle_irq_event_percpu
     0.01%             5  redis-server     [mlx5_core]       [k] 0x0000000000051580
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000053131
     0.01%             5  redis-server     [kernel.vmlinux]  [k] __usecs_to_jiffies
     0.01%             5  redis-server     [kernel.vmlinux]  [k] skb_put
     0.01%             5  redis-server     libc.so.6         [.] __memcmp_evex_movbe
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004d109
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000005037b
     0.01%             5  redis-server     [vdso]            [.] 0x0000000000000aef
     0.01%             5  redis-server     [kernel.vmlinux]  [k] rcu_sched_clock_irq
     0.01%             5  redis-server     [kernel.vmlinux]  [k] sk_forced_mem_schedule
     0.01%             5  redis-server     redis-server      [.] handleClientsBlockedOnKeys
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_release_cb
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004d14b
     0.01%             5  redis-server     [kernel.vmlinux]  [k] tcp_push
     0.01%             4  redis-server     [vdso]            [.] 0x00000000000008ab
     0.01%             5  redis-server     redis-server      [.] getExpire
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004cdd9
     0.01%             5  redis-server     redis-server      [.] 0x00000000001284c8
     0.01%             4  redis-server     [kernel.vmlinux]  [k] security_socket_sendmsg
     0.01%             5  redis-server     [kernel.vmlinux]  [k] update_cfs_group
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __remove_hrtimer
     0.01%             5  redis-server     [nf_conntrack]    [k] nf_ct_seq_offset
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000052e88
     0.01%             4  redis-server     [kernel.vmlinux]  [k] hrtick_update
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000003d363
     0.01%             4  redis-server     [kernel.vmlinux]  [k] get_partial_node.part.0
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __perf_event_task_sched_in
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_send_delayed_ack
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000052941
     0.01%             5  redis-server     [mlx5_core]       [k] 0x000000000004ceb1
     0.01%             4  redis-server     [kernel.vmlinux]  [k] timespec64_add_safe
     0.01%             4  redis-server     redis-server      [.] moduleCallCommandFilters
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000052926
     0.01%             4  redis-server     redis-server      [.] tlsProcessPendingData
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000052e16
     0.01%             4  redis-server     [kernel.vmlinux]  [k] handle_edge_irq
     0.01%             4  redis-server     [vdso]            [.] 0x0000000000000b2b
     0.01%             4  redis-server     [kernel.vmlinux]  [k] skb_csum_hwoffload_help
     0.01%             4  redis-server     [kernel.vmlinux]  [k] note_interrupt
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000005024e
     0.01%             4  redis-server     [mlx5_core]       [k] 0x00000000000501ce
     0.01%             4  redis-server     redis-server      [.] 0x0000000000128522
     0.01%             4  redis-server     redis-server      [.] 0x00000000001283d0
     0.01%             4  redis-server     [kernel.vmlinux]  [k] mem_cgroup_handle_over_high
     0.01%             3  redis-server     [kernel.vmlinux]  [k] kthread_is_per_cpu
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_chrono_start
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000005152b
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __wake_up
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __memcg_slab_post_alloc_hook
     0.01%             4  redis-server     [kernel.vmlinux]  [k] ip_local_deliver_finish
     0.01%             4  redis-server     redis-server      [.] 0x0000000000165680
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004d23b
     0.01%             4  redis-server     redis-server      [.] 0x000000000012842b
     0.01%             4  redis-server     [kernel.vmlinux]  [k] x86_pmu_disable
     0.01%             4  redis-server     [kernel.vmlinux]  [k] __rseq_handle_notify_resume
     0.01%             4  redis-server     redis-server      [.] writeCommandsDeniedByDiskError
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp4_gro_complete
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004f66f
     0.01%             4  redis-server     [kernel.vmlinux]  [k] irq_entries_start
     0.01%             4  redis-server     redis-server      [.] replicationFeedSlaves
     0.01%             4  redis-server     [kernel.vmlinux]  [k] sk_free
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000000ca66
     0.01%             4  redis-server     [mlx5_core]       [k] 0x0000000000052e57
     0.01%             4  redis-server     [kernel.vmlinux]  [k] fast_mix
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000005155c
     0.01%             4  redis-server     [kernel.vmlinux]  [k] tcp_stream_alloc_skb
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d9f9
     0.01%             4  redis-server     [kernel.vmlinux]  [k] func_ptr_is_kernel_text
     0.01%             4  redis-server     [kernel.vmlinux]  [k] do_task_stat
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_mtu_probe
     0.01%             4  redis-server     redis-server      [.] 0x0000000000043594
     0.01%             4  redis-server     [mlx5_core]       [k] 0x00000000000528e1
     0.01%             4  redis-server     redis-server      [.] 0x00000000001283cc
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000052e40
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000000bd1f
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000aa6
     0.01%             4  redis-server     redis-server      [.] trimStringObjectIfNeeded
     0.01%             4  redis-server     redis-server      [.] 0x00000000001284e8
     0.01%             4  redis-server     [kernel.vmlinux]  [k] update_dl_rq_load_avg
     0.01%             4  redis-server     [kernel.vmlinux]  [k] can_migrate_task.part.0
     0.01%             4  redis-server     [kernel.vmlinux]  [k] timekeeping_update
     0.01%             3  redis-server     redis-server      [.] parseExtendedStringArgumentsOrReply
     0.01%             4  redis-server     [vdso]            [.] 0x0000000000000870
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000b2d
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004da1a
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d64d
     0.01%             4  redis-server     [kernel.vmlinux]  [k] run_timer_softirq
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000052df9
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __msecs_to_jiffies
     0.01%             3  redis-server     [kernel.vmlinux]  [k] rebalance_domains
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000052eb7
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004c738
     0.01%             4  redis-server     redis-server      [.] sdsAllocSize
     0.01%             4  redis-server     [mlx5_core]       [k] 0x000000000004bebf
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000051554
     0.01%             3  redis-server     redis-server      [.] clientsCronHandleTimeout
     0.01%             3  redis-server     redis-server      [.] 0x000000000012850a
     0.01%             3  redis-server     [kernel.vmlinux]  [k] fib_validate_source
     0.01%             3  redis-server     [kernel.vmlinux]  [k] kmem_cache_size
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004f64d
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ff6f
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000052e07
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004cf53
     0.01%             3  redis-server     redis-server      [.] listDelNode
     0.01%             3  redis-server     redis-server      [.] 0x0000000000128369
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000050391
     0.01%             3  redis-server     [kernel.vmlinux]  [k] handle_irq_event
     0.01%             3  redis-server     [kernel.vmlinux]  [k] restore_regs_and_return_to_kernel
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000005153f
     0.01%             3  redis-server     redis-server      [.] setCommand
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d213
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d6c7
     0.01%             3  redis-server     [vdso]            [.] 0x000000000000088a
     0.01%             3  redis-server     redis-server      [.] moduleNotifyKeyspaceEvent
     0.01%             3  redis-server     [nf_nat]          [k] nf_nat_ipv4_fn
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000052dbf
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d18c
     0.01%             3  redis-server     [mlx5_core]       [k] 0x00000000000538ea
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004bed8
     0.01%             3  redis-server     redis-server      [.] 0x0000000000129fac
     0.01%             3  redis-server     [kernel.vmlinux]  [k] arch_scale_freq_tick
     0.01%             3  redis-server     redis-server      [.] 0x0000000000128517
     0.01%             3  redis-server     [kernel.vmlinux]  [k] _find_first_zero_bit
     0.01%             3  redis-server     [mlx5_core]       [k] 0x00000000000528ef
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ffed
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004c8bb
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ce97
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ffe2
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d0c0
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ff65
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004fff3
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d11a
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004bfcd
     0.01%             3  redis-server     redis-server      [.] 0x0000000000044134
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004bf3d
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000052de8
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ce1b
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tcp_small_queue_check.isra.0
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000053160
     0.01%             3  redis-server     [mlx5_core]       [k] 0x00000000000500e4
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d09c
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004ce30
     0.01%             3  redis-server     [kernel.vmlinux]  [k] _raw_read_unlock_irqrestore
     0.01%             3  redis-server     [kernel.vmlinux]  [k] make_kuid
     0.01%             3  redis-server     redis-server      [.] expireIfNeeded
     0.01%             3  redis-server     [kernel.vmlinux]  [k] ksys_write
     0.01%             3  redis-server     [kernel.vmlinux]  [k] rcu_preempt_deferred_qs
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d5a9
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __module_text_address
     0.01%             3  redis-server     [kernel.vmlinux]  [k] sync_regs
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d97a
     0.01%             3  redis-server     redis-server      [.] 0x00000000000588b0
     0.01%             3  redis-server     [mlx5_core]       [k] 0x00000000000527ee
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000acd
     0.01%             3  redis-server     [kernel.vmlinux]  [k] map_id_range_down
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004bf68
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000004d20a
     0.01%             2  redis-server     [mlx5_core]       [k] 0x00000000000555d5
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000817
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __bitmap_and
     0.01%             3  redis-server     [kernel.vmlinux]  [k] rseq_get_rseq_cs
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d123
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __raise_softirq_irqoff
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000051549
     0.01%             2  redis-server     [kernel.vmlinux]  [k] mod_timer
     0.01%             2  redis-server     redis-server      [.] 0x00000000001283f7
     0.01%             3  redis-server     [mlx5_core]       [k] 0x00000000000501a8
     0.01%             3  redis-server     [kernel.vmlinux]  [k] __perf_event_task_sched_out
     0.01%             3  redis-server     [vdso]            [.] 0x0000000000000b44
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004dc57
     0.01%             3  redis-server     [kernel.vmlinux]  [k] sched_clock_noinstr
     0.01%             3  redis-server     [mlx5_core]       [k] 0x000000000003d379
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d4e8
     0.01%             2  redis-server     [kernel.vmlinux]  [k] l3mdev_master_ifindex_rcu
     0.01%             2  redis-server     [kernel.vmlinux]  [k] is_module_text_address
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000003d35b
     0.01%             2  redis-server     [vdso]            [.] 0x0000000000000b3c
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d9d5
     0.01%             2  redis-server     [mlx5_core]       [k] 0x0000000000052769
     0.01%             2  redis-server     [mlx5_core]       [k] 0x00000000000528cf
     0.01%             3  redis-server     [kernel.vmlinux]  [k] tick_sched_do_timer
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000052e20
     0.01%             2  redis-server     [mlx5_core]       [k] 0x0000000000050345
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004bf97
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004c0d3
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d055
     0.01%             2  redis-server     [kernel.vmlinux]  [k] tcp_validate_incoming
     0.01%             2  redis-server     redis-server      [.] 0x00000000001334fa
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d531
     0.01%             3  redis-server     [mlx5_core]       [k] 0x0000000000053c01
     0.01%             2  redis-server     [kernel.vmlinux]  [k] run_rebalance_domains
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d033
     0.01%             2  redis-server     [kernel.vmlinux]  [k] tcp_rate_gen
     0.01%             2  redis-server     [mlx5_core]       [k] 0x00000000000502fd
     0.01%             2  redis-server     [kernel.vmlinux]  [k] in_gate_area_no_mm
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000005409a
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000005273b
     0.01%             2  redis-server     [mlx5_core]       [k] 0x0000000000052ead
     0.01%             2  redis-server     [kernel.vmlinux]  [k] nf_ip_checksum
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004c895
     0.01%             2  redis-server     [kernel.vmlinux]  [k] napi_skb_free_stolen_head
     0.01%             2  redis-server     [vdso]            [.] 0x0000000000000b6e
     0.01%             2  redis-server     [mlx5_core]       [k] 0x00000000000527d5
     0.01%             2  redis-server     [kernel.vmlinux]  [k] nf_checksum
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d1f5
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004be10
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d202
     0.01%             2  redis-server     [kernel.vmlinux]  [k] raw_local_deliver
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000005027b
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d157
     0.01%             2  redis-server     [kernel.vmlinux]  [k] perf_event_context_sched_out
     0.01%             2  redis-server     [vdso]            [.] 0x0000000000000ae8
     0.01%             2  redis-server     [vdso]            [.] 0x00000000000008ea
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004f604
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004ca5b
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004eb07
     0.01%             2  redis-server     [mlx5_core]       [k] 0x00000000000501e9
     0.01%             2  redis-server     [vdso]            [.] 0x0000000000000b14
     0.01%             2  redis-server     redis-server      [.] ACLCheckCommandPerm
     0.01%             2  redis-server     [kernel.vmlinux]  [k] do_softirq
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004c137
     0.01%             2  redis-server     [mlx5_core]       [k] 0x0000000000053179
     0.01%             2  redis-server     [kernel.vmlinux]  [k] run_posix_cpu_timers
     0.01%             2  redis-server     [vdso]            [.] __vdso_clock_gettime
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d464
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004db80
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004c2c3
     0.01%             2  redis-server     [kernel.vmlinux]  [k] ep_autoremove_wake_function
     0.01%             2  redis-server     [vdso]            [.] 0x000000000000088f
     0.01%             2  redis-server     redis-server      [.] 0x00000000001283bb
     0.01%             2  redis-server     redis-server      [.] 0x00000000001283a7
     0.01%             2  redis-server     [vdso]            [.] 0x000000000000086d
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004db4e
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004bed1
     0.01%             2  redis-server     [mlx5_core]       [k] 0x000000000004d98e
     0.01%             2  redis-server     [kernel.vmlinux]  [k] net_dim
     0.01%             2  redis-server     [mlx5_core]       [k] 0x0000000000053d35
     0.01%             2  redis-server     [kernel.vmlinux]  [k] ip_queue_xmit
     0.01%             2  redis-server     [vdso]            [.] 0x00000000000008d1
     0.01%             2  redis-server     [mlx5_core]       [k] 0x0000000000053d88
     0.00%             2  redis-server     redis-server      [.] removeExpire
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d4cf
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004dadc
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000052745
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000528ff
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_rack_update_reo_wnd
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000050207
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004da43
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004f5eb
     0.00%             2  redis-server     [kernel.vmlinux]  [k] drain_stock
     0.00%             2  redis-server     [mlx5_core]       [k] 0x00000000000503b0
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000050273
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000052803
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_ack_update_rtt
     0.00%             2  redis-server     redis-server      [.] 0x0000000000071e3c
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004eb12
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004f5e2
     0.00%             2  redis-server     [mlx5_core]       [k] 0x0000000000052dd4
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004dc9e
     0.00%             2  redis-server     [kernel.vmlinux]  [k] tcp_sendmsg
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000006751b
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004cf4d
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004ce6b
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004ce0e
     0.00%             2  redis-server     [kernel.vmlinux]  [k] irqentry_exit
     0.00%             2  redis-server     [kernel.vmlinux]  [k] propagate_protected_usage
     0.00%             2  redis-server     redis-server      [.] 0x00000000001284cc
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004d54a
     0.00%             2  redis-server     [mlx5_core]       [k] 0x000000000004bf0e
     0.00%             2  redis-server     [kernel.vmlinux]  [k] update_process_times
     0.00%             2  redis-server     [kernel.vmlinux]  [k] __hrtimer_next_event_base
